"CapShape","CapSurface","CapColor","Bruises","Odor","GillAttachment","GillSpacing","GillSize","GillColor","StalkShape","StalkRoot","StalkSurfaceAboveRing","StalkSurfaceBelowRing","StalkColorAboveRing","StalkColorBelowRing","VeilType","VeilColor","RingNumber","RingType","SporePrintColor","Population","Habitat","Class"
"convex","fibrous","brown","True","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","pink","white","partial","white",1,"pendant","brown","solitary","woods","edible"
"flat","smooth","brown","True","pungent","free","close","narrow","white","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","brown","scattered","grasses","poisonous"
"convex","fibrous","brown","True","none","free","close","broad","brown","tapering","bulbous","smooth","smooth","white","pink","partial","white",1,"pendant","black","several","woods","edible"
"flat","fibrous","brown","False","none","free","crowded","broad","brown","tapering","equal","fibrous","fibrous","white","white","partial","white",1,"evanescent","brown","abundant","grasses","edible"
"bell","smooth","yellow","True","almond","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","numerous","meadows","edible"
"bell","scaly","white","True","almond","free","close","broad","black","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","numerous","grasses","edible"
"convex","scaly","white","True","almond","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","scattered","meadows","edible"
"flat","scaly","white","True","pungent","free","close","narrow","brown","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","black","several","urban","poisonous"
"flat","scaly","white","True","pungent","free","close","narrow","pink","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","brown","scattered","grasses","poisonous"
"convex","fibrous","brown","False","none","free","close","narrow","brown","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","brown","several","urban","edible"
"flat","smooth","yellow","True","anise","free","crowded","narrow","white","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","purple","several","woods","edible"
"convex","scaly","yellow","True","anise","free","close","broad","black","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","numerous","meadows","edible"
"convex","smooth","white","False","none","free","crowded","broad","black","tapering","equal","smooth","smooth","white","white","partial","white",1,"evanescent","black","abundant","grasses","edible"
"convex","fibrous","gray","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","gray","partial","white",1,"pendant","brown","solitary","woods","edible"
"convex","scaly","brown","True","pungent","free","close","narrow","brown","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","black","several","grasses","poisonous"
"convex","fibrous","gray","False","none","free","crowded","broad","pink","tapering","equal","smooth","fibrous","white","white","partial","white",1,"evanescent","brown","scattered","grasses","edible"
"flat","fibrous","brown","False","none","free","crowded","broad","pink","tapering","equal","smooth","fibrous","white","white","partial","white",1,"evanescent","brown","scattered","grasses","edible"
"convex","smooth","white","False","none","free","crowded","broad","pink","tapering","equal","smooth","smooth","white","white","partial","white",1,"evanescent","brown","scattered","grasses","edible"
"flat","fibrous","white","False","none","free","crowded","broad","pink","tapering","equal","fibrous","fibrous","white","white","partial","white",1,"evanescent","black","abundant","grasses","edible"
"convex","scaly","yellow","True","almond","free","close","broad","black","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","meadows","edible"
"flat","fibrous","yellow","True","almond","free","crowded","narrow","brown","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","brown","several","woods","edible"
"convex","fibrous","gray","False","none","free","close","narrow","black","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","black","solitary","urban","edible"
"convex","smooth","brown","True","pungent","free","close","narrow","pink","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","urban","poisonous"
"convex","scaly","yellow","True","almond","free","close","broad","white","enlarging","rooted","smooth","scaly","white","white","partial","white",1,"pendant","brown","solitary","paths","edible"
"flat","scaly","brown","True","almond","free","close","broad","brown","enlarging","rooted","smooth","scaly","white","white","partial","white",1,"pendant","black","scattered","paths","edible"
"convex","fibrous","white","False","none","free","crowded","broad","chocolate","tapering","equal","smooth","smooth","white","white","partial","white",1,"evanescent","black","abundant","grasses","edible"
"convex","scaly","brown","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","gray","partial","white",1,"pendant","brown","several","woods","edible"
"convex","smooth","gray","False","none","free","crowded","broad","chocolate","tapering","equal","fibrous","fibrous","white","white","partial","white",1,"evanescent","brown","abundant","grasses","edible"
"convex","smooth","white","True","almond","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","brown","scattered","grasses","edible"
"convex","fibrous","gray","False","none","free","crowded","broad","chocolate","tapering","equal","smooth","fibrous","white","white","partial","white",1,"evanescent","brown","scattered","grasses","edible"
"flat","scaly","brown","True","pungent","free","close","narrow","brown","enlarging","equal","smooth","smooth","white","white","partial","white",1,"pendant","brown","scattered","urban","poisonous"
"convex","fibrous","brown","True","none","free","close","broad","pink","tapering","bulbous","smooth","smooth","gray","white","partial","white",1,"pendant","black","several","woods","edible"
"convex","fibrous","gray","False","none","free","crowded","broad","black","tapering","equal","fibrous","fibrous","white","white","partial","white",1,"evanescent","black","abundant","grasses","edible"
"convex","fibrous","red","True","none","free","close","broad","white","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","black","several","woods","edible"
"convex","fibrous","brown","True","none","free","close","broad","purple","tapering","bulbous","smooth","smooth","gray","gray","partial","white",1,"pendant","black","solitary","woods","edible"
"convex","fibrous","gray","False","none","free","crowded","broad","pink","tapering","equal","smooth","fibrous","white","white","partial","white",1,"evanescent","brown","abundant","grasses","edible"
"convex","scaly","yellow","True","anise","free","close","broad","white","enlarging","rooted","smooth","scaly","white","white","partial","white",1,"pendant","brown","scattered","paths","edible"
"convex","fibrous","brown","False","none","free","crowded","broad","black","tapering","equal","fibrous","smooth","white","white","partial","white",1,"evanescent","black","scattered","grasses","edible"
"bell","smooth","yellow","True","anise","free","close","broad","black","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","scattered","grasses","edible"
"convex","fibrous","white","True","anise","free","crowded","narrow","pink","tapering","bulbous","smooth","smooth","white","white","partial","white",1,"pendant","brown","several","woods","edible"
"flat","smooth","gray","False","none","free","crowded","broad","black","tapering","equal","smooth","fibrous","white","white","partial","white",1,"evanescent","brown","scattered","grasses","edible"
"convex","scaly","yellow","True","anise","free","close","broad","white","enlarging","club","smooth","smooth","white","white","partial","white",1,"pendant","black","numerous","grasses","edible"
